,num,time,scale,ep,derror,terror,epair,apair,spair,eg,ag,sg,r1,r2,r3
484,5000.0,114.48275862068965,0.002,0.5,150.0,150.0,3238.0,3626.0,26270.0,622.0,664.0,178.0,0.39431040691393593,0.9271541179668388,0.8087864602088585
485,5000.0,114.48275862068965,0.002,0.6,150.0,150.0,3238.0,3626.0,26270.0,622.0,664.0,280.0,0.39431040691393593,0.6115792334873607,0.48505581562837596
486,5000.0,114.48275862068965,0.002,0.7,150.0,150.0,3238.0,3626.0,26270.0,622.0,664.0,135.0,0.39431040691393593,0.2845882033161185,0.19733525387108392
487,5000.0,114.48275862068965,0.002,0.8,150.0,150.0,3238.0,3626.0,26270.0,622.0,664.0,24.0,0.39431040691393593,0.034248437075292196,0.03204897371263954
488,5000.0,114.48275862068965,0.003,0.5,150.0,150.0,3238.0,3989.0,33394.0,622.0,723.0,135.0,0.40583363341735684,0.9241770715096481,0.8703637018365142
489,5000.0,114.48275862068965,0.003,0.6,150.0,150.0,3238.0,3989.0,33394.0,622.0,723.0,274.0,0.40583363341735684,0.623155505107832,0.5451926539431041
490,5000.0,114.48275862068965,0.003,0.7,150.0,150.0,3238.0,3989.0,33394.0,622.0,723.0,159.0,0.40583363341735684,0.2467650397275823,0.2048973712639539
491,5000.0,114.48275862068965,0.003,0.8,150.0,150.0,3238.0,3989.0,33394.0,622.0,723.0,34.0,0.40583363341735684,0.046538024971623154,0.03420957868203097
492,5000.0,114.48275862068965,0.004,0.5,150.0,150.0,3238.0,4171.0,38645.0,622.0,747.0,111.0,0.38782859200576164,0.9302,0.8984515664386028
493,5000.0,114.48275862068965,0.004,0.6,150.0,150.0,3238.0,4171.0,38645.0,622.0,747.0,251.0,0.38782859200576164,0.6672,0.6125315088224703
494,5000.0,114.48275862068965,0.004,0.7,150.0,150.0,3238.0,4171.0,38645.0,622.0,747.0,169.0,0.38782859200576164,0.2646,0.2398271516024487
495,5000.0,114.48275862068965,0.004,0.8,150.0,150.0,3238.0,4171.0,38645.0,622.0,747.0,40.0,0.38782859200576164,0.0442,0.03925099027727764
496,5000.0,114.48275862068965,0.005,0.5,150.0,150.0,3238.0,4323.0,43418.0,622.0,774.0,85.0,0.38242707958228306,0.9503897944720057,0.9229384227583723
497,5000.0,114.48275862068965,0.005,0.6,150.0,150.0,3238.0,4323.0,43418.0,622.0,774.0,230.0,0.38242707958228306,0.6984408221119773,0.662945624774937
498,5000.0,114.48275862068965,0.005,0.7,150.0,150.0,3238.0,4323.0,43418.0,622.0,774.0,185.0,0.38242707958228306,0.3141389085754784,0.2769175369103349
499,5000.0,114.48275862068965,0.005,0.8,150.0,150.0,3238.0,4323.0,43418.0,622.0,774.0,51.0,0.38242707958228306,0.05669737774627923,0.051494418437162404
500,5000.0,114.48275862068965,0.006,0.5,150.0,150.0,3238.0,4426.0,46311.0,622.0,783.0,71.0,0.4101548433561397,0.9522040195912853,0.9337414476053295
501,5000.0,114.48275862068965,0.006,0.6,150.0,150.0,3238.0,4426.0,46311.0,622.0,783.0,211.0,0.4101548433561397,0.7002195575071778,0.6766294562477494
502,5000.0,114.48275862068965,0.006,0.7,150.0,150.0,3238.0,4426.0,46311.0,622.0,783.0,181.0,0.4101548433561397,0.3099138659010302,0.2779978393950306
503,5000.0,114.48275862068965,0.006,0.8,150.0,150.0,3238.0,4426.0,46311.0,622.0,783.0,37.0,0.4101548433561397,0.0410403648032427,0.04141159524666907
504,5000.0,114.48275862068965,0.007,0.5,150.0,150.0,3238.0,4491.0,51321.0,622.0,772.0,54.0,0.3770255671588045,0.960092807424594,0.9564277997839395
505,5000.0,114.48275862068965,0.007,0.6,150.0,150.0,3238.0,4491.0,51321.0,622.0,772.0,193.0,0.3770255671588045,0.7498839907192575,0.7328051854519265
506,5000.0,114.48275862068965,0.007,0.7,150.0,150.0,3238.0,4491.0,51321.0,622.0,772.0,208.0,0.3770255671588045,0.3747873163186388,0.35217861001080303
507,5000.0,114.48275862068965,0.007,0.8,150.0,150.0,3238.0,4491.0,51321.0,622.0,772.0,54.0,0.3770255671588045,0.05305491105955143,0.05581562837594527
508,5000.0,114.48275862068965,0.008,0.5,150.0,150.0,3238.0,4529.0,53257.0,622.0,782.0,36.0,0.3730644580482535,0.9692446856625961,0.9589485055815629
509,5000.0,114.48275862068965,0.008,0.6,150.0,150.0,3238.0,4529.0,53257.0,622.0,782.0,179.0,0.3730644580482535,0.7684305744007237,0.7479294202376665
510,5000.0,114.48275862068965,0.008,0.7,150.0,150.0,3238.0,4529.0,53257.0,622.0,782.0,209.0,0.3730644580482535,0.36107342077491333,0.33273316528628016
